ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,STATUS_Cancelled,STATUS_Disputed,STATUS_In Process,STATUS_On Hold,STATUS_Resolved,STATUS_Shipped,DEALSIZE_Large,DEALSIZE_Medium,DEALSIZE_Small,PRICE_PER_UNIT,HIGH_QUANTITY
10342,42,100.0,6,0.3560044877439146,2004-11-24,4,11,2004,Classic Cars,140,S24_3856,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,False,False,False,False,False,True,False,True,False,0.008476297327236062,True
10355,32,100.0,8,0.3765387564972875,2004-12-07,4,12,2004,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.011766836140540235,False
10363,31,94.58,1,0.20819581333257592,2005-01-06,1,1,2005,Classic Cars,140,S24_3856,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,False,False,False,False,False,True,False,False,True,0.006715993978470191,False
10378,33,53.27,3,0.1248267390007669,2005-02-10,1,2,2005,Classic Cars,140,S24_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.003782628454568694,False
10390,45,100.0,8,0.4802347544522397,2005-03-04,1,3,2005,Classic Cars,140,S24_3856,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.010671883432271993,True
10405,76,100.0,3,0.8336197347118471,2005-04-14,2,4,2005,Classic Cars,140,S24_3856,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,Unknown,67000,France,EMEA,Citeaux,Frederique,False,False,False,False,False,True,True,False,False,0.010968680719892725,True
10419,70,100.0,8,0.6561195216860284,2005-05-17,2,5,2005,Classic Cars,140,S24_3856,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,Unknown,5020,Austria,EMEA,Pipps,Georg,False,False,False,False,False,True,True,False,False,0.00937313602408612,True
10106,50,64.83,11,0.230174397136933,2003-02-17,1,2,2003,Planes,68,S24_3949,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,True,False,0.0046034879427386596,True
10119,28,70.29,2,0.13975345811912404,2003-04-28,2,4,2003,Planes,68,S24_3949,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,Unknown,5020,Austria,EMEA,Pipps,Georg,False,False,False,False,False,True,False,False,True,0.004991194932825858,False
10131,50,81.89,3,0.2907447382622774,2003-06-16,2,6,2003,Planes,68,S24_3949,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,False,False,False,False,False,True,False,True,False,0.0058148947652455485,True
10143,28,66.19,6,0.13160167012241883,2003-08-10,3,8,2003,Planes,68,S24_3949,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,False,False,False,False,False,True,False,False,True,0.004700059647229244,False
10155,44,77.11,4,0.24092083960576025,2003-10-06,4,10,2003,Planes,68,S24_3949,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,Unknown,21240,Finland,EMEA,Karttunen,Matti,False,False,False,False,False,True,False,True,False,0.005475473627403642,True
10168,27,73.02,18,0.13999630755247536,2003-10-28,4,10,2003,Planes,68,S24_3949,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,False,False,False,False,False,True,False,False,True,0.005185048427869458,False
10178,30,72.33,3,0.15408157468685207,2003-11-08,4,11,2003,Planes,68,S24_3949,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,Unknown,31000,France,EMEA,Roulet,Annette,False,False,False,False,False,True,False,False,True,0.005136052489561736,False
10198,43,66.19,3,0.2021025648308575,2003-11-27,4,11,2003,Planes,68,S24_3949,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,False,False,False,False,False,True,False,False,True,0.0047000596472292445,True
10210,29,69.6,16,0.14332377084102593,2004-01-12,1,1,2004,Planes,68,S24_3949,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,False,False,False,False,False,True,False,False,True,0.0049421989945181355,False
10222,48,56.64,3,0.19305251796517736,2004-02-19,1,2,2004,Planes,68,S24_3949,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,False,False,False,False,False,True,False,False,True,0.004021927457607862,True
10235,33,60.05,12,0.14071420456159286,2004-04-02,2,4,2004,Planes,68,S24_3949,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,False,False,False,False,False,True,False,False,True,0.004264066804896754,False
10250,40,75.06,13,0.2131962393842134,2004-05-11,2,5,2004,Planes,68,S24_3949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,False,False,True,False,True,False,0.005329905984605335,False
10262,48,61.42,8,0.2093447325815889,2004-06-24,2,6,2004,Planes,68,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,True,False,False,False,False,False,False,False,True,0.004361348595449769,True
10275,41,81.89,18,0.23841068537506746,2004-07-23,3,7,2004,Planes,68,S24_3949,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,Unknown,44000,France,EMEA,Labrune,Janine,False,False,False,False,False,True,False,True,False,0.005814894765245548,True
10284,21,55.96,10,0.08344647371261397,2004-08-21,3,8,2004,Planes,68,S24_3949,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,Unknown,N 0106,Norway,EMEA,Klaeboe,Jan,False,False,False,False,False,True,False,False,True,0.00397364160536257,False
10296,32,71.65,6,0.16280853239412618,2004-09-15,3,9,2004,Planes,68,S24_3949,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,Unknown,80686,Germany,EMEA,Donnermeyer,Michael,False,False,False,False,False,True,False,False,True,0.005087766637316443,False
10308,43,76.43,16,0.233369074331809,2004-10-15,4,10,2004,Planes,68,S24_3949,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,False,False,False,False,False,True,False,True,False,0.005427187775158349,True
10316,30,77.79,8,0.165712784389468,2004-11-01,4,11,2004,Planes,68,S24_3949,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,False,False,False,False,False,True,False,False,True,0.005523759479648933,False
10328,35,76.43,3,0.18995157213054226,2004-11-12,4,11,2004,Planes,68,S24_3949,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,False,True,0.00542718777515835,False
10339,45,96.92,11,0.3096969352685545,2004-11-23,4,11,2004,Planes,68,S24_3949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,False,False,False,False,False,True,False,True,False,0.0068821541170789894,True
10351,34,59.37,3,0.1433365523901497,2004-12-03,4,12,2004,Planes,68,S24_3949,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,Unknown,WX3 6FW,UK,EMEA,Brown,Ann,False,False,False,False,False,True,False,False,True,0.004215780952651462,False
10361,26,100.0,7,0.26351151759593266,2004-12-17,4,12,2004,Planes,68,S24_3949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,False,False,False,False,False,True,False,True,False,0.010135058369074332,False
10373,39,73.0,13,0.20216150197403926,2005-01-31,1,1,2005,Planes,68,S24_3949,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,Unknown,90110,Finland,EMEA,Koskitalo,Pirkko,False,False,False,False,False,True,False,False,True,0.0051836282557445965,False
10386,41,73.32,12,0.21346039139943762,2005-03-01,1,3,2005,Planes,68,S24_3949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,True,False,False,True,False,0.005206351009742381,True
10398,41,68.24,2,0.19867071889112964,2005-03-30,1,3,2005,Planes,68,S24_3949,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,Unknown,51100,France,EMEA,Henriot,Paul,False,False,False,False,False,True,False,False,True,0.004845627290027552,True
10401,64,60.05,12,0.27290027551339224,2005-04-03,2,4,2005,Planes,68,S24_3949,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,False,False,False,True,False,False,False,True,False,0.004264066804896754,True
10416,18,75.06,13,0.09593830772289602,2005-05-10,2,5,2005,Planes,68,S24_3949,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,False,False,False,False,False,True,False,False,True,0.005329905984605334,False
10100,49,34.47,1,0.11993566620274378,2003-01-06,1,1,2003,Vintage Cars,41,S24_3969,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,False,False,False,False,False,True,False,False,True,0.0024476666571988524,True
10110,48,34.47,5,0.11748799954554492,2003-03-18,1,3,2003,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,False,False,False,False,False,True,False,False,True,0.0024476666571988524,True
10124,46,33.23,4,0.10854233533104213,2003-05-21,2,5,2003,Vintage Cars,41,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,False,False,False,False,False,True,False,False,True,0.0023596159854574377,True
10149,26,38.98,9,0.07196580225523334,2003-09-12,3,9,2003,Vintage Cars,41,S24_3969,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,False,False,False,False,False,True,False,False,True,0.0027679154713551287,False
10162,37,38.98,7,0.10241287244013975,2003-10-18,4,10,2003,Vintage Cars,41,S24_3969,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,False,False,False,False,False,True,False,False,True,0.0027679154713551282,False
10173,35,33.23,11,0.0825865594910103,2003-11-05,4,11,2003,Vintage Cars,41,S24_3969,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,False,True,0.0023596159854574372,False
10182,23,42.26,8,0.06901894509614566,2003-11-12,4,11,2003,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.00300082369983242,False
10193,22,41.03,12,0.06409662851137558,2003-11-21,4,11,2003,Vintage Cars,41,S24_3969,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,False,False,False,False,False,True,False,False,True,0.0029134831141534355,False
10204,39,33.23,2,0.09202502343284007,2003-12-02,4,12,2003,Vintage Cars,41,S24_3969,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,False,False,False,False,False,True,False,False,True,0.0023596159854574377,False
10214,44,34.88,5,0.10897832817337462,2004-01-26,1,1,2004,Vintage Cars,41,S24_3969,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,Unknown,28023,Spain,EMEA,Sommer,Mart¡n,False,False,False,False,False,True,False,False,True,0.002476780185758514,True
10227,27,43.9,8,0.08416650097991876,2004-03-02,1,3,2004,Vintage Cars,41,S24_3969,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,Unknown,69004,France,EMEA,Saveley,Mary,False,False,False,False,False,True,False,False,True,0.0031172778140710652,False
10242,46,36.93,1,0.12062800011361377,2004-04-20,2,4,2004,Vintage Cars,41,S24_3969,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,False,False,False,False,False,True,False,False,True,0.002622347828556821,True
10280,33,41.85,14,0.09806643565200103,2004-08-17,3,8,2004,Vintage Cars,41,S24_3969,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,Unknown,10100,Italy,EMEA,Accorti,Paolo,False,False,False,False,False,True,False,False,True,0.0029717101712727584,False
10288,33,40.62,3,0.09518419632459454,2004-09-01,3,9,2004,Vintage Cars,41,S24_3969,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Victorino,Wendy,False,False,False,False,False,True,False,False,True,0.002884369585593774,False
10303,24,40.21,1,0.06852614536881871,2004-10-06,4,10,2004,Vintage Cars,41,S24_3969,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,Unknown,41101,Spain,EMEA,Roel,Jose Pedro,False,False,False,False,False,True,False,False,True,0.0028552560570341127,False
10312,31,35.29,15,0.07768270514386344,2004-10-21,4,10,2004,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.0025058937143181753,False
10332,41,77.24,14,0.2248728945948249,2004-11-17,4,11,2004,Vintage Cars,41,S24_3969,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,False,False,False,False,False,True,False,True,False,0.0054847047462152415,True
10346,22,97.44,4,0.15221972903115857,2004-11-29,4,11,2004,Vintage Cars,41,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,False,False,False,False,False,True,False,False,True,0.00691907859232539,False
10368,46,37.34,3,0.1219672224273582,2005-01-19,1,1,2005,Vintage Cars,41,S24_3969,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.0026514613571164826,True
10380,43,95.03,12,0.2901617576050217,2005-02-16,1,2,2005,Vintage Cars,41,S24_3969,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.006747947851279575,True
10408,15,36.93,1,0.039335217428352325,2005-04-22,2,4,2005,Vintage Cars,41,S24_3969,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,False,False,False,False,False,True,False,False,True,0.002622347828556822,False
10420,15,43.49,3,0.04632246428267106,2005-05-29,2,5,2005,Vintage Cars,41,S24_3969,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,False,False,True,False,False,False,False,False,True,0.003088164285511404,False
10104,26,100.0,5,0.20746016417189764,2003-01-31,1,1,2003,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.007979237083534525,False
10115,44,100.0,1,0.3954213650694465,2003-04-04,2,4,2003,Classic Cars,118,S24_4048,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,False,False,False,False,False,True,False,True,False,0.008986849206123783,True
10127,20,96.99,7,0.1377424943903201,2003-06-03,2,6,2003,Classic Cars,118,S24_4048,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,False,False,False,False,False,True,False,False,True,0.0068871247195160055,False
10141,40,94.62,1,0.2687533729087966,2003-08-01,3,8,2003,Classic Cars,118,S24_4048,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,Unknown,FIN-02271,Finland,EMEA,Suominen,Kalle,False,False,False,False,False,True,False,True,False,0.006718834322719915,False
10152,23,100.0,3,0.1989725054676627,2003-09-25,3,9,2003,Classic Cars,118,S24_4048,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,False,False,False,False,False,True,False,False,True,0.00865097849859403,False
10165,24,99.36,8,0.16932996279149032,2003-10-22,4,10,2003,Classic Cars,118,S24_4048,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,Unknown,79903,Singapore,Japan,Natividad,Eric,False,False,False,False,False,True,False,False,True,0.007055415116312097,False
10176,29,100.0,7,0.2070369528786889,2003-11-06,4,11,2003,Classic Cars,118,S24_4048,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,False,False,False,False,False,True,False,False,True,0.007139205271678928,False
10184,49,100.0,2,0.4115459993751243,2003-11-14,4,11,2003,Classic Cars,118,S24_4048,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,Unknown,41101,Spain,EMEA,Roel,Jose Pedro,False,False,False,False,False,True,False,True,False,0.008398897946431108,True
10195,34,100.0,2,0.2627233220666345,2003-11-25,4,11,2003,Classic Cars,118,S24_4048,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,False,False,False,False,False,True,False,True,False,0.007727156531371604,False
10207,28,100.0,3,0.2116482517681143,2003-12-09,4,12,2003,Classic Cars,118,S24_4048,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,False,False,False,False,False,True,False,False,True,0.0075588661345755105,False
10220,37,100.0,7,0.35736785298378165,2004-02-12,1,2,2004,Classic Cars,118,S24_4048,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,EMEA,Cassidy,Dean,False,False,False,False,False,True,False,True,False,0.009658590621183289,False
10230,45,100.0,5,0.3363784190643906,2004-03-15,1,3,2004,Classic Cars,118,S24_4048,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,Unknown,60528,Germany,EMEA,Keitel,Roland,False,False,False,False,False,True,False,True,False,0.00747507597920868,True
10246,46,100.0,1,0.44814951572130546,2004-05-05,2,5,2004,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.00974238077655012,True
10271,22,100.0,1,0.2180347658136166,2004-07-20,3,7,2004,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.00991067117334621,False
10282,39,100.0,10,0.3406559775044736,2004-08-20,3,8,2004,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.008734768653960862,False
10292,27,100.0,4,0.27213196239384213,2004-09-08,3,9,2004,Classic Cars,118,S24_4048,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,False,False,False,False,False,True,False,True,False,0.0100789615701423,False
10305,36,100.0,1,0.32958502570511544,2004-10-13,4,10,2004,Classic Cars,118,S24_4048,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,False,False,False,False,False,True,False,True,False,0.009155139602919873,False
10314,38,100.0,10,0.2840528872099299,2004-10-22,4,10,2004,Classic Cars,118,S24_4048,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,Unknown,8200,Denmark,EMEA,Ibsen,Palle,False,False,False,False,False,True,False,True,False,0.0074750759792086814,False
10325,44,100.0,5,0.378174794785128,2004-11-05,4,11,2004,Classic Cars,118,S24_4048,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,False,False,False,False,False,True,False,True,False,0.008594881699662,True
10336,31,100.0,5,0.3279667395688357,2004-11-20,4,11,2004,Classic Cars,118,S24_4048,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,Unknown,75012,France,EMEA,Bertrand,Marie,False,False,False,False,False,True,False,True,False,0.010579572244155991,False
10349,23,100.0,2,0.2260182634135257,2004-12-01,4,12,2004,Classic Cars,118,S24_4048,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,False,False,False,False,False,True,False,True,False,0.00982688101797938,False
10359,22,100.0,7,0.18483824239497829,2004-12-15,4,12,2004,Classic Cars,118,S24_4048,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,Unknown,51100,France,EMEA,Henriot,Paul,False,False,False,False,False,True,False,False,True,0.00840173829068083,False
10371,28,50.32,9,0.1000482858522453,2005-01-23,1,1,2005,Classic Cars,118,S24_4048,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.003573153066151618,False
10383,21,93.91,4,0.14003678245803391,2005-02-22,1,2,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.006668418212287329,False
10394,37,100.0,7,0.3697950691623825,2005-03-15,1,3,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.009994461328713039,False
10412,31,100.0,1,0.30201380407305367,2005-05-03,2,5,2005,Classic Cars,118,S24_4048,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.009742380776550118,False
10103,25,100.0,15,0.20400772573635925,2003-01-29,1,1,2003,Vintage Cars,97,S24_4258,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,Unknown,4110,Norway,EMEA,Bergulfsen,Jonas,False,False,False,False,False,True,False,False,True,0.00816030902945437,False
10111,26,86.68,3,0.160030675717897,2003-03-25,1,3,2003,Vintage Cars,97,S24_4258,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,False,False,False,False,False,True,False,False,True,0.006155025989149885,False
10126,34,100.0,15,0.25393529695799133,2003-05-28,2,5,2003,Vintage Cars,97,S24_4258,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,Unknown,28023,Spain,EMEA,Sommer,Mart¡n,False,False,False,False,False,True,False,True,False,0.007468685204646804,False
10139,29,100.0,4,0.23263342517113075,2003-07-16,3,7,2003,Vintage Cars,97,S24_4258,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,False,False,False,False,False,True,False,True,False,0.008021842247280371,False
10149,20,90.57,1,0.12862498934870908,2003-09-12,3,9,2003,Vintage Cars,97,S24_4258,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,False,False,False,False,False,True,False,False,True,0.006431249467435454,False
10163,42,91.55,5,0.2730351918652541,2003-10-20,4,10,2003,Vintage Cars,97,S24_4258,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,False,False,False,False,False,True,False,True,False,0.006500837901553669,True
10173,22,100.0,3,0.18257306785582414,2003-11-05,4,11,2003,Vintage Cars,97,S24_4258,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,False,True,0.00829877581162837,False
10183,47,100.0,12,0.3575361433805777,2003-11-13,4,11,2003,Vintage Cars,97,S24_4258,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,False,False,False,False,False,True,False,True,False,0.0076071519868208025,True
10193,20,100.0,4,0.1618286136279717,2003-11-21,4,11,2003,Vintage Cars,97,S24_4258,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,False,False,False,False,False,True,False,False,True,0.008091430681398585,False
10206,33,97.39,10,0.2282124293464368,2003-12-05,4,12,2003,Vintage Cars,97,S24_4258,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,False,False,False,False,False,True,False,True,False,0.006915528162013236,False
10215,39,90.57,7,0.25081872922998266,2004-01-29,1,1,2004,Vintage Cars,97,S24_4258,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,False,False,False,False,False,True,False,True,False,0.006431249467435453,False
10228,33,100.0,6,0.24189720794160255,2004-03-10,1,3,2004,Vintage Cars,97,S24_4258,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,False,False,False,False,False,True,False,True,False,0.0073302184224728045,False
10244,40,86.68,4,0.2462010395659954,2004-04-29,2,4,2004,Vintage Cars,97,S24_4258,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.006155025989149885,False
10257,46,78.89,4,0.25768597153975065,2004-06-14,2,6,2004,Vintage Cars,97,S24_4258,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,False,False,True,False,True,False,0.005601868946516319,True
